city_dev_norm,training_hours_norm,experience_norm,last_new_job_norm,company_type_encoded,company_size,target
0.922156,0.429851,0.571429,0.600000,6.000000,7.000000,0.000000
0.942116,0.611940,0.476190,0.400000,1.000000,4.000000,0.000000
0.954092,0.450746,0.047619,0.200000,4.000000,8.000000,0.000000
0.954092,0.122388,1.000000,0.800000,6.000000,4.000000,1.000000
0.942116,0.146269,0.571429,0.800000,0.000000,4.000000,0.000000
0.870259,0.313433,0.142857,0.000000,0.000000,4.000000,0.000000
0.954092,0.038806,0.761905,0.400000,5.000000,6.000000,0.000000
0.950100,0.104478,0.190476,0.400000,6.000000,4.000000,0.000000
0.351297,0.331343,0.285714,0.200000,1.000000,3.000000,1.000000
0.435130,0.319403,0.428571,0.000000,6.000000,3.000000,0.000000
0.351297,0.017910,0.428571,0.600000,6.000000,7.000000,1.000000
0.351297,0.074627,0.238095,0.000000,0.000000,4.000000,1.000000
0.351297,0.256716,0.238095,0.000000,6.000000,4.000000,1.000000
0.942116,0.152239,0.904762,0.800000,5.000000,8.000000,1.000000
0.219561,0.056716,0.714286,1.000000,0.000000,4.000000,1.000000
0.948104,0.059701,0.523810,0.200000,6.000000,4.000000,0.000000
0.219561,0.271642,0.190476,0.200000,0.000000,4.000000,1.000000
0.435130,0.301493,0.476190,0.400000,6.000000,4.000000,0.000000
0.690619,0.074627,0.238095,1.000000,6.000000,8.000000,0.000000
0.950100,0.017910,0.142857,0.400000,1.000000,1.000000,0.000000
0.954092,0.125373,0.190476,0.200000,6.000000,8.000000,0.000000
0.950100,0.131343,1.000000,0.200000,6.000000,4.000000,0.000000
0.610778,0.152239,0.095238,0.400000,1.000000,3.000000,0.000000
0.942116,0.053731,1.000000,0.400000,0.000000,4.000000,0.000000
0.351297,0.092537,0.095238,0.200000,2.000000,4.000000,1.000000
0.636727,0.074627,1.000000,1.000000,6.000000,4.000000,1.000000
0.812375,0.265672,0.285714,0.200000,0.000000,4.000000,0.000000
0.980040,0.071642,0.285714,0.600000,6.000000,4.000000,0.000000
0.756487,0.041791,0.619048,0.200000,0.000000,1.000000,0.000000
0.876248,0.140299,1.000000,1.000000,6.000000,4.000000,0.000000
0.203593,0.289552,0.142857,0.200000,0.000000,4.000000,0.000000
0.832335,0.420896,0.476190,0.400000,6.000000,3.000000,1.000000
0.812375,0.035821,0.190476,0.800000,6.000000,8.000000,0.000000
0.922156,0.137313,0.714286,1.000000,0.000000,4.000000,0.000000
0.922156,0.080597,0.666667,0.200000,5.000000,5.000000,0.000000
0.499002,0.677612,0.095238,0.000000,6.000000,4.000000,1.000000
0.435130,0.062687,1.000000,0.800000,0.000000,4.000000,0.000000
0.351297,0.050746,0.000000,0.000000,0.000000,4.000000,1.000000
0.756487,0.083582,0.095238,0.200000,6.000000,4.000000,0.000000
0.812375,0.134328,0.238095,0.200000,0.000000,4.000000,0.000000
0.203593,0.032836,0.000000,0.000000,0.000000,4.000000,0.000000
0.942116,0.047761,0.238095,0.400000,6.000000,4.000000,0.000000
0.888224,0.191045,0.238095,0.400000,6.000000,3.000000,0.000000
0.942116,0.101493,0.142857,0.200000,6.000000,4.000000,0.000000
0.812375,0.038806,0.428571,0.600000,6.000000,8.000000,0.000000
0.942116,0.008955,0.095238,0.200000,1.000000,1.000000,0.000000
0.942116,0.032836,0.714286,1.000000,6.000000,3.000000,0.000000
0.942116,0.319403,1.000000,0.400000,6.000000,3.000000,0.000000
0.942116,0.402985,1.000000,0.200000,0.000000,4.000000,0.000000
0.942116,0.077612,0.238095,0.200000,0.000000,4.000000,0.000000
0.694611,0.217910,0.190476,0.200000,2.000000,3.000000,0.000000
0.870259,0.253731,0.714286,0.200000,1.000000,4.000000,0.000000
0.834331,0.244776,0.000000,0.400000,6.000000,4.000000,0.000000
0.942116,0.220896,0.190476,0.600000,0.000000,4.000000,0.000000
0.499002,0.122388,0.523810,0.400000,5.000000,4.000000,0.000000
0.942116,0.988060,0.285714,0.200000,0.000000,4.000000,0.000000
0.928144,0.414925,0.190476,0.200000,0.000000,4.000000,0.000000
0.922156,0.540299,0.142857,0.000000,0.000000,4.000000,0.000000
0.942116,0.035821,0.142857,0.200000,6.000000,4.000000,1.000000
0.467066,0.510448,0.238095,0.400000,6.000000,4.000000,1.000000
0.942116,0.140299,0.476190,0.200000,3.000000,4.000000,0.000000
0.706587,0.095522,0.428571,0.200000,6.000000,3.000000,0.000000
0.942116,0.420896,0.095238,0.200000,6.000000,4.000000,0.000000
0.261477,0.098507,0.095238,0.200000,6.000000,4.000000,0.000000
0.706587,0.038806,0.285714,0.400000,6.000000,3.000000,1.000000
0.203593,0.077612,0.285714,0.400000,6.000000,4.000000,1.000000
0.203593,0.068657,0.380952,0.200000,6.000000,4.000000,1.000000
0.858283,0.444776,1.000000,0.200000,0.000000,4.000000,0.000000
0.942116,0.056716,0.523810,1.000000,3.000000,5.000000,0.000000
0.942116,0.414925,0.238095,0.200000,0.000000,5.000000,0.000000
0.922156,0.152239,0.571429,0.200000,6.000000,7.000000,0.000000
0.980040,0.474627,1.000000,0.400000,6.000000,3.000000,0.000000
0.896208,0.005970,0.428571,0.400000,6.000000,7.000000,0.000000
0.351297,0.002985,0.095238,0.400000,6.000000,1.000000,1.000000
0.922156,0.080597,1.000000,1.000000,6.000000,6.000000,0.000000
0.610778,0.134328,1.000000,0.800000,0.000000,4.000000,0.000000
0.812375,0.623881,0.380952,0.200000,6.000000,3.000000,0.000000
0.954092,0.104478,0.476190,0.200000,6.000000,1.000000,0.000000
1.000000,0.474627,0.190476,0.200000,0.000000,4.000000,1.000000
0.351297,0.298507,0.095238,0.400000,3.000000,4.000000,0.000000
0.954092,0.134328,0.285714,0.200000,0.000000,3.000000,0.000000
0.952096,0.053731,1.000000,1.000000,6.000000,6.000000,0.000000
0.351297,0.074627,0.142857,0.400000,6.000000,4.000000,1.000000
0.499002,0.265672,0.333333,0.200000,3.000000,1.000000,0.000000
0.894212,0.173134,0.428571,0.800000,6.000000,1.000000,0.000000
0.942116,0.773134,0.476190,0.200000,2.000000,3.000000,0.000000
0.351297,0.217910,0.523810,1.000000,6.000000,3.000000,0.000000
0.922156,0.056716,1.000000,0.400000,6.000000,4.000000,1.000000
0.858283,0.020896,0.571429,0.400000,6.000000,4.000000,0.000000
0.942116,0.388060,0.285714,0.200000,6.000000,4.000000,0.000000
0.774451,0.131343,0.333333,0.200000,0.000000,4.000000,0.000000
0.489022,0.322388,0.523810,0.400000,6.000000,4.000000,0.000000
0.812375,0.205970,0.142857,0.200000,6.000000,4.000000,0.000000
0.942116,0.047761,1.000000,1.000000,3.000000,4.000000,0.000000
0.942116,0.149254,0.714286,0.200000,6.000000,3.000000,0.000000
0.942116,0.176119,0.285714,0.600000,6.000000,3.000000,1.000000
0.888224,0.008955,1.000000,1.000000,5.000000,6.000000,0.000000
0.954092,0.017910,0.571429,1.000000,6.000000,4.000000,0.000000
0.710579,0.486567,1.000000,0.600000,6.000000,4.000000,0.000000
0.435130,0.862687,0.952381,0.800000,0.000000,4.000000,0.000000
0.710579,0.429851,0.095238,0.000000,3.000000,1.000000,0.000000
0.942116,0.205970,0.428571,0.200000,0.000000,4.000000,0.000000
0.351297,0.068657,0.142857,0.200000,0.000000,4.000000,0.000000
0.942116,0.394030,0.142857,0.200000,6.000000,8.000000,1.000000
0.203593,0.056716,0.095238,0.200000,0.000000,4.000000,0.000000
0.942116,0.223881,0.476190,0.200000,2.000000,1.000000,0.000000
0.499002,0.059701,0.238095,0.800000,0.000000,4.000000,1.000000
0.351297,0.098507,0.380952,0.400000,6.000000,7.000000,0.000000
0.942116,0.041791,0.428571,0.400000,6.000000,1.000000,0.000000
0.834331,0.462687,1.000000,1.000000,0.000000,4.000000,0.000000
0.942116,0.041791,1.000000,1.000000,6.000000,7.000000,0.000000
0.954092,0.355224,1.000000,0.000000,0.000000,4.000000,0.000000
0.640719,0.137313,0.666667,1.000000,0.000000,8.000000,0.000000
0.610778,0.295522,0.571429,0.400000,0.000000,4.000000,1.000000
0.812375,0.301493,0.285714,0.000000,6.000000,5.000000,0.000000
0.942116,0.152239,0.190476,0.000000,0.000000,4.000000,0.000000
0.954092,0.113433,0.428571,0.800000,0.000000,4.000000,0.000000
0.942116,0.331343,0.190476,0.200000,0.000000,4.000000,1.000000
0.942116,0.038806,1.000000,1.000000,6.000000,3.000000,0.000000
0.922156,0.008955,0.523810,0.200000,0.000000,4.000000,0.000000
0.922156,0.161194,1.000000,1.000000,3.000000,6.000000,0.000000
0.351297,0.143284,0.285714,0.800000,6.000000,8.000000,1.000000
0.922156,0.211940,0.714286,1.000000,0.000000,4.000000,0.000000
0.952096,0.417910,0.666667,0.600000,6.000000,7.000000,1.000000
0.954092,0.080597,0.285714,0.000000,6.000000,4.000000,0.000000
0.942116,0.014925,0.619048,0.200000,6.000000,8.000000,0.000000
0.942116,0.370149,0.809524,0.200000,6.000000,7.000000,0.000000
0.980040,0.970149,1.000000,0.000000,0.000000,4.000000,0.000000
0.942116,0.095522,1.000000,0.400000,6.000000,4.000000,0.000000
0.710579,0.116418,0.285714,1.000000,6.000000,8.000000,0.000000
0.942116,0.588060,0.857143,0.200000,0.000000,4.000000,1.000000
0.942116,0.161194,0.714286,1.000000,6.000000,8.000000,0.000000
0.499002,0.092537,1.000000,1.000000,6.000000,5.000000,0.000000
0.942116,0.029851,1.000000,1.000000,6.000000,4.000000,0.000000
0.610778,0.119403,1.000000,0.200000,6.000000,1.000000,0.000000
0.942116,0.256716,1.000000,1.000000,5.000000,8.000000,1.000000
0.812375,0.337313,0.476190,0.800000,6.000000,4.000000,0.000000
0.499002,0.095522,1.000000,1.000000,0.000000,4.000000,0.000000
0.499002,0.041791,0.238095,0.200000,1.000000,1.000000,0.000000
0.922156,0.020896,0.142857,0.200000,0.000000,4.000000,0.000000
0.858283,0.062687,0.095238,0.200000,3.000000,4.000000,0.000000
0.942116,0.035821,1.000000,0.800000,6.000000,7.000000,0.000000
1.000000,0.731343,1.000000,0.200000,5.000000,1.000000,0.000000
0.942116,0.062687,0.428571,0.200000,6.000000,4.000000,0.000000
0.942116,0.238806,1.000000,0.200000,2.000000,1.000000,0.000000
0.654691,0.029851,0.190476,0.200000,2.000000,4.000000,0.000000
0.499002,0.068657,0.238095,0.200000,0.000000,7.000000,1.000000
0.942116,0.146269,1.000000,0.200000,2.000000,4.000000,0.000000
0.950100,0.041791,0.285714,0.000000,0.000000,4.000000,0.000000
0.980040,0.089552,1.000000,1.000000,6.000000,4.000000,0.000000
0.954092,0.247761,1.000000,0.000000,6.000000,3.000000,0.000000
0.896208,0.122388,0.190476,0.200000,6.000000,8.000000,0.000000
0.351297,0.310448,0.476190,1.000000,6.000000,4.000000,1.000000
0.942116,0.211940,1.000000,1.000000,6.000000,3.000000,0.000000
0.680639,0.122388,0.666667,1.000000,6.000000,4.000000,1.000000
0.499002,0.450746,0.714286,0.200000,1.000000,3.000000,0.000000
0.942116,0.176119,0.571429,0.200000,6.000000,8.000000,0.000000
0.351297,0.020896,0.095238,0.000000,0.000000,4.000000,0.000000
0.922156,0.047761,0.619048,0.600000,0.000000,4.000000,1.000000
0.948104,0.095522,0.047619,0.200000,0.000000,4.000000,0.000000
0.922156,0.110448,0.190476,0.000000,2.000000,4.000000,0.000000
0.942116,0.528358,0.666667,0.400000,1.000000,1.000000,0.000000
0.942116,0.029851,0.714286,0.200000,6.000000,3.000000,0.000000
0.888224,0.256716,1.000000,0.000000,0.000000,4.000000,0.000000
0.706587,0.247761,0.619048,0.000000,0.000000,4.000000,0.000000
0.870259,0.092537,1.000000,0.400000,1.000000,4.000000,0.000000
0.876248,0.089552,0.428571,0.200000,6.000000,4.000000,1.000000
0.351297,0.113433,0.095238,0.200000,5.000000,5.000000,0.000000
0.652695,0.032836,0.333333,0.200000,6.000000,4.000000,0.000000
0.351297,0.146269,0.238095,0.200000,6.000000,8.000000,0.000000
0.908184,0.161194,0.142857,0.200000,6.000000,4.000000,1.000000
0.203593,0.017910,0.238095,0.200000,6.000000,3.000000,1.000000
0.942116,0.307463,0.095238,0.200000,1.000000,3.000000,0.000000
0.942116,0.265672,1.000000,1.000000,0.000000,4.000000,1.000000
0.942116,0.020896,1.000000,1.000000,6.000000,4.000000,0.000000
0.351297,0.301493,0.095238,0.000000,0.000000,4.000000,0.000000
0.351297,0.600000,0.000000,0.200000,6.000000,4.000000,1.000000
0.213573,0.062687,0.190476,0.200000,6.000000,4.000000,0.000000
0.351297,0.122388,0.142857,0.000000,6.000000,4.000000,0.000000
0.942116,0.146269,0.190476,0.000000,6.000000,4.000000,0.000000
0.351297,0.259701,0.142857,0.200000,2.000000,3.000000,0.000000
0.610778,0.238806,0.238095,0.800000,6.000000,6.000000,0.000000
0.942116,0.017910,1.000000,0.200000,6.000000,8.000000,0.000000
0.351297,0.647761,0.142857,0.000000,6.000000,4.000000,0.000000
0.922156,0.182090,1.000000,1.000000,6.000000,8.000000,0.000000
0.942116,0.244776,0.285714,0.200000,6.000000,3.000000,0.000000
0.980040,0.029851,0.428571,1.000000,6.000000,6.000000,0.000000
0.954092,0.026866,1.000000,1.000000,0.000000,3.000000,0.000000
0.980040,0.337313,0.476190,0.200000,6.000000,6.000000,0.000000
0.351297,0.104478,0.142857,0.200000,6.000000,3.000000,0.000000
0.710579,0.047761,0.285714,0.200000,6.000000,4.000000,0.000000
0.922156,0.235821,0.095238,0.000000,0.000000,4.000000,1.000000
0.942116,0.319403,1.000000,1.000000,5.000000,3.000000,0.000000
0.942116,0.131343,0.095238,0.400000,6.000000,4.000000,0.000000
0.942116,0.226866,0.238095,0.000000,0.000000,4.000000,0.000000
0.954092,0.020896,0.714286,0.400000,6.000000,4.000000,0.000000
0.858283,0.080597,0.238095,0.200000,0.000000,4.000000,0.000000
0.556886,0.107463,0.428571,1.000000,2.000000,4.000000,0.000000
0.922156,0.319403,0.095238,0.400000,0.000000,4.000000,1.000000
0.942116,0.480597,0.619048,0.400000,6.000000,5.000000,0.000000
0.610778,0.119403,0.428571,1.000000,0.000000,4.000000,0.000000
0.908184,0.008955,0.904762,0.800000,6.000000,4.000000,0.000000
0.870259,0.119403,0.142857,0.200000,5.000000,6.000000,0.000000
0.908184,0.032836,0.809524,0.400000,6.000000,8.000000,0.000000
0.942116,0.564179,1.000000,0.200000,6.000000,3.000000,0.000000
0.351297,0.083582,0.333333,1.000000,6.000000,3.000000,1.000000
0.942116,0.029851,0.285714,0.200000,5.000000,4.000000,0.000000
0.942116,0.086567,0.142857,0.200000,6.000000,8.000000,0.000000
0.942116,0.113433,0.619048,1.000000,0.000000,4.000000,0.000000
0.710579,0.044776,0.428571,0.200000,0.000000,4.000000,0.000000
0.954092,0.011940,1.000000,1.000000,6.000000,3.000000,0.000000
0.499002,0.113433,0.380952,0.000000,0.000000,4.000000,0.000000
0.954092,0.083582,0.476190,1.000000,6.000000,3.000000,0.000000
0.351297,0.623881,0.190476,0.400000,3.000000,3.000000,0.000000
0.942116,0.158209,0.285714,0.200000,2.000000,3.000000,0.000000
0.942116,0.128358,0.428571,0.600000,6.000000,3.000000,0.000000
0.922156,0.137313,0.714286,1.000000,0.000000,4.000000,0.000000
0.942116,0.217910,1.000000,1.000000,3.000000,6.000000,0.000000
0.351297,0.020896,0.285714,0.200000,6.000000,4.000000,1.000000
0.351297,0.056716,0.333333,0.000000,0.000000,4.000000,1.000000
0.942116,0.480597,0.142857,0.200000,6.000000,5.000000,0.000000
0.888224,0.325373,0.095238,0.200000,6.000000,3.000000,0.000000
0.626747,0.779104,0.142857,0.200000,6.000000,4.000000,0.000000
0.774451,0.014925,0.666667,0.200000,0.000000,4.000000,0.000000
0.435130,0.053731,0.428571,0.200000,6.000000,4.000000,1.000000
0.435130,0.065672,1.000000,1.000000,6.000000,3.000000,1.000000
0.351297,0.316418,0.000000,0.200000,0.000000,4.000000,1.000000
0.896208,0.397015,0.714286,1.000000,0.000000,8.000000,0.000000
0.954092,0.116418,0.523810,0.200000,1.000000,4.000000,0.000000
0.870259,0.029851,0.571429,0.200000,6.000000,3.000000,0.000000
0.942116,0.301493,0.523810,0.600000,0.000000,4.000000,0.000000
0.351297,0.295522,0.095238,0.000000,0.000000,4.000000,0.000000
0.948104,0.086567,0.142857,0.000000,6.000000,8.000000,0.000000
0.942116,0.056716,0.238095,0.200000,0.000000,4.000000,1.000000
0.942116,0.008955,0.666667,0.600000,6.000000,6.000000,0.000000
0.922156,0.041791,0.238095,0.000000,0.000000,4.000000,0.000000
0.351297,0.038806,0.000000,0.200000,0.000000,4.000000,1.000000
0.948104,0.304478,0.047619,0.000000,6.000000,4.000000,0.000000
0.942116,0.116418,0.238095,0.400000,5.000000,6.000000,0.000000
0.922156,0.077612,1.000000,0.400000,6.000000,4.000000,0.000000
0.954092,0.134328,0.476190,1.000000,6.000000,4.000000,0.000000
0.954092,0.325373,0.333333,1.000000,6.000000,3.000000,0.000000
0.942116,0.283582,0.619048,0.200000,2.000000,3.000000,0.000000
0.942116,0.167164,0.238095,0.400000,6.000000,8.000000,0.000000
0.942116,0.713433,0.285714,0.200000,0.000000,4.000000,0.000000
1.000000,0.122388,0.190476,0.800000,2.000000,3.000000,0.000000
0.980040,0.044776,0.333333,0.200000,0.000000,4.000000,1.000000
0.383234,0.116418,1.000000,0.000000,6.000000,3.000000,1.000000
0.942116,0.277612,0.238095,0.400000,2.000000,4.000000,0.000000
0.690619,0.474627,0.428571,0.200000,6.000000,7.000000,0.000000
0.858283,0.071642,0.476190,0.200000,1.000000,4.000000,0.000000
0.135729,0.029851,0.428571,0.200000,1.000000,1.000000,0.000000
0.858283,0.083582,0.000000,0.200000,6.000000,4.000000,0.000000
0.499002,0.065672,0.380952,0.200000,0.000000,4.000000,0.000000
0.556886,0.334328,0.476190,0.400000,6.000000,4.000000,0.000000
0.610778,0.164179,0.714286,0.400000,0.000000,4.000000,0.000000
0.950100,0.113433,0.095238,0.200000,0.000000,4.000000,1.000000
0.942116,0.056716,0.095238,0.200000,6.000000,6.000000,0.000000
0.942116,0.116418,1.000000,0.200000,6.000000,8.000000,0.000000
0.942116,0.164179,1.000000,1.000000,6.000000,1.000000,0.000000
0.213573,0.313433,0.190476,0.200000,0.000000,4.000000,0.000000
0.954092,0.188060,0.904762,0.400000,6.000000,5.000000,0.000000
0.610778,0.149254,0.238095,0.200000,6.000000,8.000000,0.000000
0.812375,0.119403,0.285714,0.400000,6.000000,6.000000,0.000000
0.942116,0.444776,0.952381,1.000000,6.000000,4.000000,0.000000
0.261477,0.952239,0.190476,0.200000,6.000000,4.000000,0.000000
0.896208,0.056716,0.333333,0.000000,0.000000,4.000000,0.000000
0.351297,0.023881,0.190476,0.200000,6.000000,6.000000,1.000000
0.710579,0.217910,0.428571,0.200000,6.000000,7.000000,0.000000
0.351297,0.382090,0.142857,0.200000,5.000000,4.000000,1.000000
0.812375,0.122388,0.476190,0.200000,0.000000,4.000000,0.000000
0.928144,0.170149,0.095238,0.000000,6.000000,4.000000,0.000000
0.942116,0.373134,0.142857,0.200000,0.000000,4.000000,1.000000
0.942116,0.131343,0.190476,0.200000,0.000000,4.000000,1.000000
0.948104,0.492537,1.000000,1.000000,6.000000,4.000000,0.000000
0.928144,0.325373,0.095238,0.200000,6.000000,3.000000,0.000000
0.942116,0.107463,1.000000,0.200000,0.000000,4.000000,0.000000
0.710579,0.280597,0.095238,0.200000,0.000000,4.000000,1.000000
0.942116,0.083582,1.000000,1.000000,0.000000,4.000000,1.000000
0.954092,0.089552,1.000000,1.000000,6.000000,3.000000,0.000000
0.588822,0.286567,0.523810,1.000000,6.000000,3.000000,0.000000
0.954092,0.044776,0.142857,0.000000,0.000000,4.000000,0.000000
0.942116,0.038806,0.190476,0.000000,0.000000,4.000000,0.000000
0.710579,0.611940,1.000000,1.000000,6.000000,4.000000,0.000000
0.942116,0.605970,0.095238,0.200000,2.000000,4.000000,0.000000
0.942116,0.343284,0.857143,0.400000,6.000000,8.000000,0.000000
0.710579,0.477612,0.761905,0.800000,6.000000,4.000000,0.000000
0.942116,0.071642,1.000000,1.000000,0.000000,4.000000,1.000000
0.942116,0.277612,0.857143,1.000000,6.000000,5.000000,0.000000
0.942116,0.044776,0.714286,1.000000,6.000000,8.000000,0.000000
0.499002,0.295522,0.714286,0.200000,0.000000,4.000000,0.000000
0.942116,0.316418,0.952381,0.000000,6.000000,8.000000,0.000000
0.640719,0.047761,0.523810,0.200000,0.000000,4.000000,0.000000
0.922156,0.414925,0.476190,0.200000,6.000000,1.000000,0.000000
0.980040,0.220896,0.142857,0.400000,6.000000,8.000000,0.000000
0.980040,0.173134,0.285714,0.200000,0.000000,4.000000,0.000000
0.900200,0.432836,0.285714,0.200000,0.000000,3.000000,0.000000
0.832335,0.898507,0.142857,0.000000,0.000000,4.000000,0.000000
0.812375,0.122388,0.428571,0.400000,6.000000,4.000000,1.000000
0.942116,0.388060,0.666667,0.200000,6.000000,4.000000,0.000000
0.499002,0.217910,0.428571,0.800000,0.000000,4.000000,0.000000
0.922156,0.062687,0.333333,0.200000,6.000000,8.000000,0.000000
0.710579,0.155224,0.142857,0.000000,0.000000,4.000000,1.000000
0.928144,0.423881,1.000000,1.000000,6.000000,5.000000,0.000000
0.812375,0.211940,0.666667,0.400000,6.000000,3.000000,0.000000
0.942116,0.017910,0.523810,0.200000,6.000000,5.000000,0.000000
0.896208,0.540299,0.142857,0.200000,1.000000,3.000000,0.000000
0.932136,0.146269,0.714286,0.800000,6.000000,3.000000,0.000000
0.876248,0.241791,0.095238,0.200000,5.000000,3.000000,0.000000
0.922156,0.170149,0.095238,0.200000,6.000000,8.000000,0.000000
0.950100,0.277612,0.428571,0.200000,6.000000,4.000000,0.000000
0.351297,0.176119,0.190476,0.400000,0.000000,1.000000,1.000000
0.706587,0.367164,0.238095,0.800000,6.000000,4.000000,0.000000
0.481038,0.134328,0.095238,0.400000,0.000000,4.000000,0.000000
0.499002,0.167164,0.142857,0.400000,3.000000,4.000000,1.000000
0.942116,0.047761,0.428571,0.200000,6.000000,3.000000,0.000000
0.942116,0.298507,0.666667,1.000000,6.000000,7.000000,0.000000
0.499002,0.089552,0.142857,0.000000,6.000000,4.000000,0.000000
0.896208,0.104478,1.000000,0.200000,0.000000,4.000000,0.000000
0.888224,0.588060,0.714286,0.800000,0.000000,4.000000,0.000000
0.922156,0.089552,0.238095,0.000000,6.000000,8.000000,0.000000
0.203593,0.032836,0.428571,0.200000,6.000000,3.000000,0.000000
0.942116,0.089552,1.000000,0.200000,2.000000,3.000000,0.000000
0.942116,0.074627,0.952381,1.000000,0.000000,4.000000,1.000000
0.942116,0.161194,0.285714,0.200000,6.000000,3.000000,0.000000
0.351297,0.020896,0.523810,1.000000,0.000000,4.000000,1.000000
0.922156,0.110448,1.000000,1.000000,6.000000,4.000000,0.000000
0.900200,0.020896,0.761905,0.400000,0.000000,4.000000,0.000000
0.858283,0.092537,1.000000,0.600000,6.000000,6.000000,1.000000
0.654691,0.149254,0.857143,1.000000,2.000000,4.000000,0.000000
0.710579,0.062687,0.428571,0.400000,6.000000,7.000000,0.000000
0.954092,0.047761,0.333333,0.200000,0.000000,4.000000,0.000000
0.922156,0.068657,0.142857,0.000000,0.000000,4.000000,0.000000
0.900200,0.053731,0.238095,0.200000,2.000000,4.000000,0.000000
0.351297,0.134328,0.428571,0.400000,6.000000,3.000000,1.000000
0.922156,0.041791,0.619048,1.000000,6.000000,3.000000,0.000000
0.942116,0.065672,1.000000,1.000000,0.000000,4.000000,1.000000
0.888224,0.110448,1.000000,1.000000,6.000000,4.000000,0.000000
0.351297,0.134328,0.190476,0.000000,0.000000,4.000000,1.000000
0.710579,0.635821,0.000000,0.000000,0.000000,4.000000,0.000000
0.942116,0.152239,1.000000,1.000000,5.000000,6.000000,0.000000
0.942116,0.062687,0.000000,0.000000,0.000000,4.000000,1.000000
0.954092,0.191045,0.714286,0.400000,6.000000,4.000000,0.000000
0.942116,0.188060,0.666667,0.200000,6.000000,3.000000,0.000000
0.942116,0.253731,0.333333,0.800000,6.000000,7.000000,0.000000
0.876248,0.152239,0.190476,0.200000,0.000000,4.000000,1.000000
0.896208,0.059701,0.666667,1.000000,0.000000,4.000000,0.000000
0.954092,0.253731,0.142857,0.200000,5.000000,6.000000,0.000000
0.896208,0.856716,0.238095,0.800000,0.000000,4.000000,1.000000
0.922156,0.155224,1.000000,1.000000,6.000000,4.000000,0.000000
0.980040,0.176119,0.809524,0.200000,0.000000,3.000000,0.000000
0.922156,0.528358,0.857143,1.000000,0.000000,4.000000,0.000000
0.980040,0.492537,1.000000,0.400000,6.000000,3.000000,0.000000
0.950100,0.182090,1.000000,0.200000,0.000000,4.000000,0.000000
0.351297,0.101493,0.333333,0.200000,0.000000,8.000000,0.000000
0.942116,0.313433,0.809524,1.000000,6.000000,4.000000,0.000000
0.774451,0.170149,0.285714,0.000000,6.000000,1.000000,0.000000
0.499002,0.128358,0.428571,0.200000,0.000000,4.000000,1.000000
0.922156,0.211940,0.285714,0.200000,2.000000,3.000000,0.000000
0.942116,0.235821,0.857143,0.200000,6.000000,8.000000,0.000000
0.980040,0.492537,0.761905,0.400000,3.000000,7.000000,0.000000
0.892216,0.071642,1.000000,0.200000,6.000000,4.000000,0.000000
0.942116,0.322388,1.000000,0.000000,6.000000,8.000000,0.000000
