city_development_index,training_hours,experience,last_new_job,target
-1.6605903850,-0.7208826646,-1.0488889987,0.0130222454,1.0000000000
-1.0607129735,0.5553295521,-0.4576665781,-0.5881348089,0.0000000000
0.5443644248,-0.0628357404,-0.1620553678,1.2153363539,0.0000000000
0.7389192610,2.4497070613,-0.0142497626,-0.5881348089,0.0000000000
-1.6605903850,0.2362764979,0.1335558425,1.8164934082,0.0000000000
0.6578547459,-0.8405275599,1.6116118941,0.0130222454,1.0000000000
0.3984482977,-1.0798173506,0.2813614477,0.0130222454,0.0000000000
0.7389192610,1.3729030034,-0.6054721833,-0.5881348089,0.0000000000
0.0579773344,-0.3420071628,-0.4576665781,-0.5881348089,0.0000000000
-1.1012452311,0.9342050539,0.1335558425,0.0130222454,0.0000000000
0.2119999130,0.1565132344,-1.0488889987,-0.5881348089,0.0000000000
0.7389192610,-0.9003500076,1.6116118941,1.8164934082,0.0000000000
0.7389192610,-0.2223622675,0.7247782631,-0.5881348089,0.0000000000
0.7389192610,-0.0428949245,-0.6054721833,0.6141792997,1.0000000000
0.5200450703,-1.1595806141,1.6116118941,1.8164934082,0.0000000000
0.7875579700,-1.0997581665,0.2813614477,1.8164934082,0.0000000000
-0.2014291138,2.0309499277,1.6116118941,0.6141792997,0.0000000000
-1.3201194217,2.4497070613,1.4638062889,1.2153363539,0.0000000000
-0.2014291138,1.6520744258,-1.1966946039,-1.1892918631,0.0000000000
0.7389192610,0.1565132344,-0.1620553678,-0.5881348089,0.0000000000
-1.6605903850,-0.7607642964,-1.0488889987,-0.5881348089,0.0000000000
0.7389192610,1.4127846352,-1.0488889987,-0.5881348089,1.0000000000
-2.2604677965,-0.8405275599,-1.1966946039,-0.5881348089,0.0000000000
0.7389192610,0.2761581297,-0.0142497626,-0.5881348089,0.0000000000
-1.0607129735,-0.8205867441,-0.7532777884,1.2153363539,1.0000000000
-1.6605903850,-0.5613561375,-0.3098609730,0.0130222454,0.0000000000
0.7389192610,-0.9402316394,-0.1620553678,0.0130222454,0.0000000000
0.3011708796,1.8714234006,1.6116118941,1.8164934082,0.0000000000
0.7389192610,-0.9402316394,1.6116118941,1.8164934082,0.0000000000
0.7875579700,1.1535540287,1.6116118941,-1.1892918631,0.0000000000
-0.4851549165,-0.3021255310,0.5769726580,1.8164934082,0.0000000000
-0.6067516891,0.7547377109,0.2813614477,0.0130222454,1.0000000000
0.2119999130,0.7946193427,-0.6054721833,-1.1892918631,0.0000000000
0.7389192610,-0.2024214516,-0.9010833936,-1.1892918631,0.0000000000
0.7875579700,-0.4616520581,-0.1620553678,1.2153363539,0.0000000000
0.7389192610,0.9940275016,-0.9010833936,-0.5881348089,1.0000000000
0.7389192610,-0.9601724553,1.6116118941,1.8164934082,0.0000000000
0.6578547459,-1.1595806141,0.1335558425,-0.5881348089,0.0000000000
0.6578547459,-0.1425990039,1.6116118941,1.8164934082,0.0000000000
-1.6605903850,-0.2622438992,-0.6054721833,1.2153363539,1.0000000000
0.6578547459,0.1963948661,0.7247782631,1.8164934082,0.0000000000
0.7794515185,1.5723111623,0.5769726580,0.6141792997,1.0000000000
0.7875579700,-0.6810010329,-0.6054721833,-1.1892918631,0.0000000000
0.7389192610,-1.1196989823,0.4291670528,-0.5881348089,0.0000000000
0.7389192610,1.2532581081,1.0203894734,-0.5881348089,0.0000000000
0.8929418396,2.4497070613,1.6116118941,-1.1892918631,0.0000000000
0.7389192610,-0.5812969534,1.6116118941,0.0130222454,0.0000000000
-0.2014291138,-0.4417112422,-0.6054721833,1.8164934082,0.0000000000
0.7389192610,2.4497070613,1.1681950786,-0.5881348089,1.0000000000
0.7389192610,-0.1425990039,0.7247782631,1.8164934082,0.0000000000
-1.0607129735,-0.6012377693,1.6116118941,1.8164934082,0.0000000000
0.7389192610,-1.0199949029,1.6116118941,1.8164934082,0.0000000000
-0.6067516891,-0.4217704263,1.6116118941,-0.5881348089,0.0000000000
0.7389192610,0.4955071044,1.6116118941,1.8164934082,1.0000000000
0.2119999130,1.0339091334,-0.0142497626,1.2153363539,0.0000000000
-1.0607129735,-0.5812969534,1.6116118941,1.8164934082,0.0000000000
-1.0607129735,-0.9402316394,-0.7532777884,-0.5881348089,0.0000000000
0.6578547459,-1.0798173506,-1.0488889987,-0.5881348089,0.0000000000
0.3984482977,-0.8006459282,-1.1966946039,-0.5881348089,0.0000000000
0.7389192610,-0.9801132711,1.6116118941,1.2153363539,0.0000000000
0.9740063547,2.4497070613,1.6116118941,-0.5881348089,0.0000000000
0.7389192610,-0.8006459282,-0.1620553678,-0.5881348089,0.0000000000
0.7389192610,0.3758622091,1.6116118941,-0.5881348089,0.0000000000
-0.4284097560,-1.0199949029,-0.9010833936,-0.5881348089,0.0000000000
-1.0607129735,-0.7607642964,-0.7532777884,-0.5881348089,1.0000000000
0.7389192610,-0.2423030834,1.6116118941,-0.5881348089,0.0000000000
0.7713450670,-0.9402316394,-0.6054721833,-1.1892918631,0.0000000000
0.8929418396,-0.6211785852,1.6116118941,1.8164934082,0.0000000000
0.7875579700,0.4356846568,1.6116118941,-1.1892918631,0.0000000000
0.5524708763,-0.4018296104,-0.9010833936,-0.5881348089,0.0000000000
-1.6605903850,0.8544417904,-0.0142497626,1.8164934082,1.0000000000
0.7389192610,0.1963948661,1.6116118941,1.8164934082,0.0000000000
-0.3230258864,-0.4018296104,0.5769726580,1.8164934082,1.0000000000
-1.0607129735,1.7916601370,0.7247782631,-0.5881348089,0.0000000000
0.7389192610,-0.0428949245,0.2813614477,-0.5881348089,0.0000000000
-1.6605903850,-1.0798173506,-1.1966946039,-1.1892918631,0.0000000000
0.6578547459,-0.9003500076,0.4291670528,0.6141792997,1.0000000000
0.7632386155,-0.5812969534,-1.3445002090,-0.5881348089,0.0000000000
0.6578547459,-0.4815928740,-0.9010833936,-1.1892918631,0.0000000000
0.7389192610,2.3101213501,0.5769726580,0.0130222454,0.0000000000
0.7389192610,-1.0199949029,0.7247782631,-0.5881348089,0.0000000000
0.5200450703,0.4955071044,1.6116118941,-1.1892918631,0.0000000000
-0.2176420168,0.4356846568,0.4291670528,-1.1892918631,0.0000000000
0.4470870067,-0.6012377693,1.6116118941,0.0130222454,0.0000000000
0.4714063613,-0.6211785852,-0.1620553678,-0.5881348089,1.0000000000
-1.6605903850,-0.4616520581,-1.1966946039,-0.5881348089,0.0000000000
-0.4365162075,-1.0000540870,-0.4576665781,-0.5881348089,0.0000000000
-1.6605903850,-0.2423030834,-0.7532777884,-0.5881348089,0.0000000000
0.6011095854,-0.1425990039,-1.0488889987,-0.5881348089,1.0000000000
-2.2604677965,-1.0997581665,-0.7532777884,-0.5881348089,1.0000000000
0.7389192610,0.8345009745,-1.1966946039,-0.5881348089,0.0000000000
0.7389192610,0.5553295521,1.6116118941,1.8164934082,1.0000000000
0.7389192610,-1.0798173506,1.6116118941,1.8164934082,0.0000000000
-1.6605903850,0.7946193427,-1.1966946039,-1.1892918631,0.0000000000
-1.6605903850,2.4497070613,-1.4923058142,-0.5881348089,1.0000000000
-2.2199355390,-0.8006459282,-0.9010833936,-0.5881348089,0.0000000000
-1.6605903850,-0.4018296104,-1.0488889987,-1.1892918631,0.0000000000
0.7389192610,-0.2423030834,-0.9010833936,-1.1892918631,0.0000000000
-1.6605903850,0.5154479203,-1.0488889987,-0.5881348089,0.0000000000
-0.6067516891,0.3758622091,-0.7532777884,1.2153363539,0.0000000000
0.7389192610,-1.0997581665,1.6116118941,-0.5881348089,0.0000000000
-1.6605903850,2.4497070613,-1.0488889987,-1.1892918631,0.0000000000
0.6578547459,-0.0030132927,1.6116118941,1.8164934082,0.0000000000
0.7389192610,0.4157438409,-0.6054721833,-0.5881348089,0.0000000000
0.8929418396,-1.0199949029,-0.1620553678,1.8164934082,0.0000000000
0.7875579700,-1.0399357188,1.6116118941,1.8164934082,0.0000000000
0.8929418396,1.0339091334,-0.0142497626,-0.5881348089,0.0000000000
-1.6605903850,-0.5214745058,-1.0488889987,-0.5881348089,0.0000000000
-0.2014291138,-0.9003500076,-0.6054721833,-0.5881348089,0.0000000000
0.6578547459,0.3559213932,-1.1966946039,-1.1892918631,1.0000000000
0.7389192610,0.9142642380,1.6116118941,1.8164934082,0.0000000000
0.7389192610,-0.3420071628,-1.1966946039,0.0130222454,0.0000000000
0.7389192610,0.2960989456,-0.7532777884,-1.1892918631,0.0000000000
0.7875579700,-1.0798173506,0.7247782631,0.0130222454,0.0000000000
0.3984482977,-0.6810010329,-0.7532777884,-0.5881348089,0.0000000000
-0.8256258798,-0.5015336899,-0.1620553678,1.8164934082,0.0000000000
0.6578547459,0.9142642380,-1.1966946039,0.0130222454,1.0000000000
0.7389192610,1.9910682959,0.4291670528,0.0130222454,0.0000000000
-0.6067516891,-0.4217704263,-0.1620553678,1.8164934082,0.0000000000
0.6011095854,-1.1595806141,1.3160006838,1.2153363539,0.0000000000
0.4470870067,-0.4217704263,-1.0488889987,-0.5881348089,0.0000000000
0.6011095854,-1.0000540870,1.0203894734,0.0130222454,0.0000000000
0.7389192610,2.4497070613,1.6116118941,-0.5881348089,0.0000000000
-1.6605903850,-0.6610602170,-0.4576665781,1.8164934082,1.0000000000
0.7389192610,-1.0199949029,-0.6054721833,-0.5881348089,0.0000000000
0.7389192610,-0.6411194011,-1.0488889987,-0.5881348089,0.0000000000
0.7389192610,-0.4616520581,0.4291670528,1.8164934082,0.0000000000
-0.2014291138,-0.9202908235,-0.1620553678,-0.5881348089,0.0000000000
0.7875579700,-1.1396397982,1.6116118941,1.8164934082,0.0000000000
-1.0607129735,-0.4616520581,-0.3098609730,-1.1892918631,0.0000000000
0.7875579700,-0.6610602170,-0.0142497626,1.8164934082,0.0000000000
-1.6605903850,2.4497070613,-0.9010833936,0.0130222454,0.0000000000
0.7389192610,-0.1625398198,-0.6054721833,-0.5881348089,0.0000000000
0.7389192610,-0.3619479787,-0.1620553678,0.6141792997,0.0000000000
0.6578547459,-0.3021255310,0.7247782631,1.8164934082,0.0000000000
0.7389192610,0.2362764979,1.6116118941,1.8164934082,0.0000000000
-1.6605903850,-1.0798173506,-0.6054721833,-0.5881348089,1.0000000000
-1.6605903850,-0.8405275599,-0.4576665781,-1.1892918631,1.0000000000
0.7389192610,1.9910682959,-1.0488889987,-0.5881348089,0.0000000000
0.5200450703,0.9541458698,-1.1966946039,-0.5881348089,0.0000000000
-0.5419000771,2.4497070613,-1.0488889987,-0.5881348089,0.0000000000
0.0579773344,-1.1196989823,0.5769726580,-0.5881348089,0.0000000000
-1.3201194217,-0.8604683758,-0.1620553678,-0.5881348089,1.0000000000
-1.3201194217,-0.7807051123,1.6116118941,1.8164934082,1.0000000000
-1.6605903850,0.8943234222,-1.4923058142,-0.5881348089,1.0000000000
0.5524708763,1.4327254511,0.7247782631,1.8164934082,0.0000000000
0.7875579700,-0.4417112422,0.1335558425,-0.5881348089,0.0000000000
0.4470870067,-1.0199949029,0.2813614477,-0.5881348089,0.0000000000
0.7389192610,0.7946193427,0.1335558425,0.6141792997,0.0000000000
-1.6605903850,0.7547377109,-1.1966946039,-1.1892918631,0.0000000000
0.7632386155,-0.6411194011,-1.0488889987,-1.1892918631,0.0000000000
0.7389192610,-0.8405275599,-0.7532777884,-0.5881348089,1.0000000000
0.7389192610,-1.1595806141,0.5769726580,0.6141792997,0.0000000000
0.6578547459,-0.9402316394,-0.7532777884,-1.1892918631,0.0000000000
-1.6605903850,-0.9601724553,-1.4923058142,-0.5881348089,1.0000000000
0.7632386155,0.8145601586,-1.3445002090,-1.1892918631,0.0000000000
0.7389192610,-0.4417112422,-0.7532777884,0.0130222454,0.0000000000
0.6578547459,-0.7009418487,1.6116118941,0.0130222454,0.0000000000
0.7875579700,-0.3220663469,-0.0142497626,1.8164934082,0.0000000000
0.7875579700,0.9541458698,-0.4576665781,1.8164934082,0.0000000000
0.7389192610,0.6749744474,0.4291670528,-0.5881348089,0.0000000000
0.7389192610,-0.1027173722,-0.7532777884,0.0130222454,0.0000000000
0.7389192610,2.4497070613,-0.6054721833,-0.5881348089,0.0000000000
0.9740063547,-0.4018296104,-0.9010833936,1.2153363539,0.0000000000
0.8929418396,-0.9202908235,-0.4576665781,-0.5881348089,1.0000000000
-1.5308871609,-0.4417112422,1.6116118941,-1.1892918631,1.0000000000
0.7389192610,0.6350928156,-0.7532777884,0.0130222454,0.0000000000
-0.2824936289,1.9511866641,-0.1620553678,-0.5881348089,0.0000000000
0.3984482977,-0.7408234805,-0.0142497626,-0.5881348089,0.0000000000
-2.5360871478,-1.0199949029,-0.1620553678,-0.5881348089,0.0000000000
0.3984482977,-0.6610602170,-1.4923058142,-0.5881348089,0.0000000000
-1.0607129735,-0.7807051123,-0.3098609730,-0.5881348089,0.0000000000
-0.8256258798,1.0139683175,-0.0142497626,0.0130222454,0.0000000000
-0.6067516891,-0.1226581880,0.7247782631,0.0130222454,0.0000000000
0.7713450670,-0.4616520581,-1.1966946039,-0.5881348089,1.0000000000
0.7389192610,-0.8405275599,-1.1966946039,-0.5881348089,0.0000000000
0.7389192610,-0.4417112422,1.6116118941,-0.5881348089,0.0000000000
0.7389192610,-0.1226581880,1.6116118941,1.8164934082,0.0000000000
-2.2199355390,0.8743826063,-0.9010833936,-0.5881348089,0.0000000000
0.7875579700,0.0368683390,1.3160006838,0.0130222454,0.0000000000
-0.6067516891,-0.2223622675,-0.7532777884,-0.5881348089,0.0000000000
0.2119999130,-0.4217704263,-0.6054721833,0.0130222454,0.0000000000
0.7389192610,1.7517785053,1.4638062889,1.8164934082,0.0000000000
-2.0253807028,2.4497070613,-0.9010833936,-0.5881348089,0.0000000000
0.5524708763,-0.8405275599,-0.4576665781,-1.1892918631,0.0000000000
-1.6605903850,-1.0598765347,-0.9010833936,-0.5881348089,1.0000000000
-0.2014291138,0.2362764979,-0.1620553678,-0.5881348089,0.0000000000
-1.6605903850,1.3330213716,-1.0488889987,-0.5881348089,1.0000000000
0.2119999130,-0.4018296104,-0.0142497626,-0.5881348089,0.0000000000
0.6821741004,-0.0827765563,-1.1966946039,-1.1892918631,0.0000000000
0.7389192610,1.2731989240,-1.0488889987,-0.5881348089,1.0000000000
0.7389192610,-0.3420071628,-0.9010833936,-0.5881348089,1.0000000000
0.7632386155,2.0708315594,1.6116118941,1.8164934082,0.0000000000
0.6821741004,0.9541458698,-1.1966946039,-0.5881348089,0.0000000000
0.7389192610,-0.5015336899,1.6116118941,-0.5881348089,0.0000000000
-0.2014291138,0.6550336315,-1.1966946039,-0.5881348089,1.0000000000
0.7389192610,-0.6610602170,1.6116118941,1.8164934082,1.0000000000
0.7875579700,-0.6211785852,1.6116118941,1.8164934082,0.0000000000
-0.6959226557,0.6949152633,0.1335558425,1.8164934082,0.0000000000
0.7875579700,-0.9202908235,-1.0488889987,-1.1892918631,0.0000000000
0.7389192610,-0.9601724553,-0.9010833936,-1.1892918631,0.0000000000
-0.2014291138,2.4497070613,1.6116118941,1.8164934082,0.0000000000
0.7389192610,2.4497070613,-1.1966946039,-0.5881348089,0.0000000000
0.7389192610,1.0737907651,1.1681950786,0.0130222454,0.0000000000
-0.2014291138,1.9711274800,0.8725838683,1.2153363539,0.0000000000
0.7389192610,-0.7408234805,1.6116118941,1.8164934082,1.0000000000
0.7389192610,0.6350928156,1.1681950786,1.8164934082,0.0000000000
0.7389192610,-0.9202908235,0.7247782631,1.8164934082,0.0000000000
-1.0607129735,0.7547377109,0.7247782631,-0.5881348089,0.0000000000
0.7389192610,0.8943234222,1.4638062889,-1.1892918631,0.0000000000
-0.4851549165,-0.9003500076,0.1335558425,-0.5881348089,0.0000000000
0.6578547459,1.5523703464,-0.0142497626,-0.5881348089,0.0000000000
0.8929418396,0.2562173138,-1.0488889987,0.0130222454,0.0000000000
0.8929418396,-0.0628357404,-0.6054721833,-0.5881348089,0.0000000000
0.5686837793,1.6720152417,-0.6054721833,-0.5881348089,0.0000000000
0.2930644281,2.4497070613,-1.0488889987,-1.1892918631,0.0000000000
0.2119999130,-0.4018296104,-0.1620553678,0.0130222454,1.0000000000
0.7389192610,1.3729030034,0.5769726580,-0.5881348089,0.0000000000
-1.0607129735,0.2362764979,-0.1620553678,1.2153363539,0.0000000000
0.6578547459,-0.8006459282,-0.4576665781,-0.5881348089,0.0000000000
-0.2014291138,-0.1824806357,-1.0488889987,-1.1892918631,1.0000000000
0.6821741004,1.6121927941,1.6116118941,1.8164934082,0.0000000000
0.2119999130,0.1963948661,0.5769726580,0.0130222454,0.0000000000
0.7389192610,-1.0997581665,0.1335558425,-0.5881348089,0.0000000000
0.5524708763,2.3898846136,-1.0488889987,-0.5881348089,0.0000000000
0.6983870034,-0.2423030834,0.7247782631,1.2153363539,0.0000000000
0.4714063613,0.3958030250,-1.1966946039,-0.5881348089,0.0000000000
0.6578547459,-0.0827765563,-1.1966946039,-0.5881348089,0.0000000000
0.7713450670,0.6350928156,-0.1620553678,-0.5881348089,0.0000000000
-1.6605903850,-0.0428949245,-0.9010833936,0.0130222454,1.0000000000
-0.2176420168,1.2333172922,-0.7532777884,1.2153363539,0.0000000000
-1.1336710371,-0.3220663469,-1.1966946039,0.0130222454,0.0000000000
-1.0607129735,-0.1027173722,-1.0488889987,0.0130222454,1.0000000000
0.7389192610,-0.9003500076,-0.1620553678,-0.5881348089,0.0000000000
0.7389192610,0.7746785268,0.5769726580,1.8164934082,0.0000000000
-1.0607129735,-0.6211785852,-1.0488889987,-1.1892918631,0.0000000000
0.5524708763,-0.5214745058,1.6116118941,-0.5881348089,0.0000000000
0.5200450703,2.4497070613,0.7247782631,1.2153363539,0.0000000000
0.6578547459,-0.6211785852,-0.7532777884,-1.1892918631,0.0000000000
-2.2604677965,-1.0000540870,-0.1620553678,-0.5881348089,0.0000000000
0.7389192610,-0.6211785852,1.6116118941,-0.5881348089,0.0000000000
0.7389192610,-0.7208826646,1.4638062889,1.8164934082,1.0000000000
0.7389192610,-0.1425990039,-0.6054721833,-0.5881348089,0.0000000000
-1.6605903850,-1.0798173506,0.1335558425,1.8164934082,1.0000000000
0.6578547459,-0.4815928740,1.6116118941,1.8164934082,0.0000000000
0.5686837793,-1.0798173506,0.8725838683,0.0130222454,0.0000000000
0.3984482977,-0.6012377693,1.6116118941,0.6141792997,1.0000000000
-0.4284097560,-0.2223622675,1.1681950786,1.8164934082,0.0000000000
-0.2014291138,-0.8006459282,-0.1620553678,0.0130222454,0.0000000000
0.7875579700,-0.9003500076,-0.4576665781,-0.5881348089,0.0000000000
0.6578547459,-0.7607642964,-1.0488889987,-1.1892918631,0.0000000000
0.5686837793,-0.8604683758,-0.7532777884,-0.5881348089,0.0000000000
-1.6605903850,-0.3220663469,-0.1620553678,0.0130222454,1.0000000000
0.6578547459,-0.9402316394,0.4291670528,1.8164934082,0.0000000000
0.7389192610,-0.7807051123,1.6116118941,1.8164934082,1.0000000000
0.5200450703,-0.4815928740,1.6116118941,1.8164934082,0.0000000000
-1.6605903850,-0.3220663469,-0.9010833936,-1.1892918631,1.0000000000
-0.2014291138,2.4497070613,-1.4923058142,-1.1892918631,0.0000000000
0.7389192610,-0.2024214516,1.6116118941,1.8164934082,0.0000000000
